,Date,Campaign Name,Ad Set,Ad,Spend,CPM,Impressions,Clicks,Add to Cart,Add Payment Info,Purchase
417,2024-05-17,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - A,73,6.62,11026,370,19,7,5
426,2024-05-18,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - A,141,8.95,15760,1225,47,18,14
435,2024-05-19,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - A,153,9.27,16498,1871,97,36,25
444,2024-05-20,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - A,154,8.98,17153,1117,61,17,14
453,2024-05-21,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - A,88,6.46,13614,800,42,15,9
462,2024-05-22,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - A,82,5.44,15087,713,29,11,7
471,2024-05-23,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - A,92,5.52,16656,735,26,8,6
480,2024-05-24,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - A,74,5.6,13226,555,20,7,6
489,2024-05-25,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - A,66,5.67,11640,379,13,3,3
498,2024-05-26,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - A,72,5.7,12642,451,16,5,4
507,2024-05-27,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - A,65,6.7,9698,356,20,8,7
516,2024-05-28,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - A,60,6.78,8848,381,13,3,3
525,2024-05-29,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - A,75,5.92,12660,611,35,11,7
534,2024-05-30,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - A,81,6.05,13392,675,36,13,10
543,2024-05-31,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - A,69,5.21,13256,724,30,11,8
552,2024-04-01,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,31,24.44,1269,304,16,4,3
561,2024-04-02,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,48,25.47,1884,407,17,7,5
570,2024-04-03,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,50,25.07,1994,422,24,7,6
579,2024-04-04,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,50,25.54,1958,313,19,6,4
588,2024-04-05,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,50,26.88,1860,446,16,5,3
597,2024-04-06,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,47,26.06,1804,458,15,6,5
606,2024-04-07,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,36,25.99,1385,358,17,4,4
615,2024-04-08,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,36,24.71,1457,288,13,4,3
624,2024-04-09,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,31,26.92,1152,184,8,3,2
633,2024-04-10,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,33,26.98,1223,238,12,4,2
642,2024-04-11,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,50,26.39,1895,410,22,6,4
651,2024-04-12,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,32,25,1280,229,12,5,4
660,2024-04-13,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,48,26.49,1812,255,12,4,2
669,2024-04-14,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,30,24.44,1227,196,8,3,2
678,2024-04-15,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,38,26.42,1438,230,10,4,3
687,2024-04-16,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,44,25.43,1730,268,8,2,2
696,2024-04-17,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,30,24.3,1235,325,13,4,3
705,2024-04-18,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,30,24.41,1229,341,12,4,3
714,2024-04-19,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,42,25.92,1620,305,18,6,5
723,2024-04-20,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,34,24.26,1402,287,12,5,4
732,2024-04-21,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,39,25.84,1510,369,16,6,5
741,2024-04-22,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,35,26.77,1307,215,9,3,2
750,2024-04-23,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,48,24.13,1989,337,20,6,5
759,2024-04-24,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,46,24.38,1887,435,22,7,5
768,2024-04-25,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,45,26.68,1686,506,15,4,3
777,2024-04-26,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,36,26.41,1363,224,13,4,3
786,2024-04-27,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,45,24.77,1816,427,17,6,5
795,2024-04-28,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,33,26.47,1247,264,9,3,2
804,2024-04-29,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,42,25.08,1675,378,15,6,3
813,2024-04-30,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,40,24.53,1631,261,13,3,3
822,2024-05-01,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,41,26.91,1524,315,15,5,5
831,2024-05-02,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,36,25.21,1428,362,13,5,4
840,2024-05-03,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,39,24.02,1624,313,16,5,4
849,2024-05-04,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,39,26.33,1481,306,12,4,3
858,2024-05-05,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,49,25.75,1903,371,18,6,5
867,2024-05-06,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,34,24.96,1362,378,20,5,4
876,2024-05-07,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,42,26.48,1586,350,12,3,3
885,2024-05-08,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,30,25.89,1159,201,10,4,3
894,2024-05-09,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,31,24.16,1283,199,10,3,3
903,2024-05-10,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,50,26.69,1874,290,16,6,5
912,2024-05-11,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,42,24.51,1713,451,24,9,6
921,2024-05-12,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,50,24.91,2007,292,13,4,3
930,2024-05-13,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,49,26.89,1822,368,20,5,5
939,2024-05-14,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,39,24.07,1620,335,19,7,6
948,2024-05-15,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,47,24.25,1939,572,18,6,5
957,2024-05-16,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,34,24.47,1390,261,9,3,2
966,2024-05-17,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,46,26.42,1741,450,27,9,8
975,2024-05-18,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,193,26.03,7415,2669,128,47,41
984,2024-05-19,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,196,24.08,8139,1892,89,33,25
993,2024-05-20,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,190,26.16,7263,2669,83,31,21
1002,2024-05-21,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,39,25.11,1553,423,20,6,5
1011,2024-05-22,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,30,25.15,1193,207,7,2,2
1020,2024-05-23,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,49,24.64,1988,411,13,4,3
1029,2024-05-24,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,41,25.26,1623,442,23,8,7
1038,2024-05-25,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,30,25.18,1191,232,11,3,3
1047,2024-05-26,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,49,24.69,1984,504,19,7,4
1056,2024-05-27,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,34,25.22,1348,228,13,4,2
1065,2024-05-28,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,32,24.61,1300,281,11,4,3
1074,2024-05-29,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,45,24.38,1845,347,18,4,3
1083,2024-05-30,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,41,25.23,1625,292,13,5,4
1092,2024-05-31,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - A,43,25.8,1667,337,12,3,2
4,2024-04-01,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,65,5.7,11408,402,18,7,5
13,2024-04-02,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,82,6.24,13146,738,35,12,10
22,2024-04-03,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,71,5.58,12713,797,41,12,11
31,2024-04-04,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,70,5.6,12506,523,29,8,6
40,2024-04-05,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,100,6.76,14784,943,30,11,10
49,2024-04-06,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,91,6.32,14408,935,40,11,9
58,2024-04-07,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,94,6.99,13447,621,29,9,7
67,2024-04-08,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,88,6.03,14586,947,37,12,8
76,2024-04-09,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,65,5.79,11233,408,15,5,4
85,2024-04-10,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,69,6.74,10235,529,16,5,4
94,2024-04-11,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,69,5.18,13324,513,16,7,5
103,2024-04-12,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,75,6.53,11488,746,40,15,12
112,2024-04-13,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,99,6.68,14825,799,45,15,13
121,2024-04-14,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,79,5.36,14736,892,29,9,7
130,2024-04-15,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,64,6.15,10411,458,16,5,4
139,2024-04-16,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,82,5.92,13846,472,22,8,7
148,2024-04-17,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,67,5,13392,751,41,16,10
157,2024-04-18,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,65,5.54,11728,581,26,8,5
166,2024-04-19,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,87,6.71,12957,499,19,6,6
175,2024-04-20,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,61,6.59,9250,600,24,6,4
184,2024-04-21,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,60,6.94,8641,466,23,7,5
193,2024-04-22,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,89,5.33,16701,661,22,9,5
202,2024-04-23,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,70,6.75,10369,570,21,5,4
211,2024-04-24,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,65,7,9292,480,18,4,3
220,2024-04-25,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,70,6.21,11265,669,32,9,6
229,2024-04-26,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,85,6.28,13541,462,26,7,5
238,2024-04-27,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,62,5.48,11318,448,27,9,6
247,2024-04-28,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,62,6.5,9533,493,24,6,5
256,2024-04-29,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,79,6.72,11760,699,33,11,8
265,2024-04-30,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,63,6.83,9224,345,14,5,4
274,2024-05-01,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,98,5.74,17074,1071,56,16,12
283,2024-05-02,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,91,6.59,13805,790,46,14,11
292,2024-05-03,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,88,6.97,12618,708,21,5,5
301,2024-05-04,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,100,5.33,18776,1136,39,15,13
310,2024-05-05,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,81,5.41,14976,725,39,11,9
319,2024-05-06,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,93,5.52,16861,964,57,15,11
328,2024-05-07,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,99,5.61,17652,1010,54,19,17
337,2024-05-08,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,90,5.99,15031,959,53,15,11
346,2024-05-09,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,81,5.34,15180,902,39,14,9
355,2024-05-10,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,94,7,13429,739,24,9,8
364,2024-05-11,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,64,6.43,9959,504,29,8,5
373,2024-05-12,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,87,5.49,15849,575,27,9,8
382,2024-05-13,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,98,6.51,15060,646,26,8,5
391,2024-05-14,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,92,6.65,13839,700,35,10,6
400,2024-05-15,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,68,5.88,11574,598,22,6,5
409,2024-05-16,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,85,6.95,12230,753,43,12,8
418,2024-05-17,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,96,5.31,18075,696,33,9,6
427,2024-05-18,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,150,10.05,14930,1708,75,23,18
436,2024-05-19,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,155,10.92,14199,1656,86,34,28
445,2024-05-20,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,151,9.45,15976,1582,68,24,15
454,2024-05-21,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,95,5.09,18677,719,30,8,5
463,2024-05-22,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,100,5.78,17288,989,31,12,8
472,2024-05-23,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,98,6.59,14863,687,40,10,7
481,2024-05-24,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,63,5.43,11603,574,32,9,7
490,2024-05-25,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,98,5.35,18317,987,45,13,11
499,2024-05-26,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,89,6.86,12974,642,34,13,10
508,2024-05-27,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,79,5.84,13528,833,27,9,8
517,2024-05-28,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,91,5.53,16455,1050,55,15,9
526,2024-05-29,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,83,6.37,13022,659,21,6,5
535,2024-05-30,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,82,5.2,15760,988,56,21,13
544,2024-05-31,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - B,64,6.3,10161,391,21,7,5
553,2024-04-01,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,34,26.79,1269,224,13,3,3
562,2024-04-02,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,48,25.01,1919,508,26,10,8
571,2024-04-03,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,39,25.28,1543,438,20,6,4
580,2024-04-04,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,40,26.2,1527,292,16,6,4
589,2024-04-05,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,50,24.21,2065,356,16,4,3
598,2024-04-06,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,31,26.96,1150,276,12,3,2
607,2024-04-07,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,39,26.01,1500,382,14,5,3
616,2024-04-08,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,34,26.6,1278,319,14,4,4
625,2024-04-09,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,40,26.14,1530,360,13,5,3
634,2024-04-10,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,45,24.8,1814,372,19,7,5
643,2024-04-11,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,38,25.44,1494,351,13,5,3
652,2024-04-12,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,34,24.41,1393,396,16,6,5
661,2024-04-13,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,32,25.96,1233,199,11,4,3
670,2024-04-14,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,48,24.59,1952,574,25,9,8
679,2024-04-15,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,50,24.96,2003,336,11,4,3
688,2024-04-16,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,43,25.25,1703,417,24,9,7
697,2024-04-17,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,49,26.01,1884,378,17,5,4
706,2024-04-18,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,39,24.8,1573,362,14,4,3
715,2024-04-19,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,46,25.99,1770,390,20,6,4
724,2024-04-20,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,49,25.79,1900,452,21,6,5
733,2024-04-21,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,50,24.84,2013,424,25,7,6
742,2024-04-22,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,38,24.82,1531,413,23,6,5
751,2024-04-23,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,37,24.27,1524,269,10,3,2
760,2024-04-24,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,34,25.24,1347,238,12,3,2
769,2024-04-25,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,44,24.03,1831,469,24,7,6
778,2024-04-26,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,47,26.45,1777,279,11,3,2
787,2024-04-27,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,30,26.51,1132,250,11,4,3
796,2024-04-28,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,35,26.29,1331,248,14,4,3
805,2024-04-29,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,32,25.39,1260,235,11,4,3
814,2024-04-30,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,40,24.99,1601,365,19,6,4
823,2024-05-01,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,44,25.71,1711,486,19,6,5
832,2024-05-02,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,46,26.31,1749,334,18,6,5
841,2024-05-03,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,34,26.13,1301,261,10,3,2
850,2024-05-04,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,33,24.89,1326,305,11,4,3
859,2024-05-05,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,33,25.55,1291,277,10,3,2
868,2024-05-06,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,45,26.97,1669,335,13,4,3
877,2024-05-07,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,39,26.31,1482,312,10,3,2
886,2024-05-08,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,46,25.08,1834,297,14,5,3
895,2024-05-09,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,34,24.72,1375,216,12,4,4
904,2024-05-10,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,50,26.42,1892,397,20,5,4
913,2024-05-11,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,34,26.8,1269,342,20,8,6
922,2024-05-12,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,33,26.42,1249,294,10,3,2
931,2024-05-13,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,41,26.88,1525,269,11,3,2
940,2024-05-14,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,44,24.66,1784,498,23,6,5
949,2024-05-15,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,43,24.4,1762,328,19,5,4
958,2024-05-16,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,40,25.9,1545,439,24,6,5
967,2024-05-17,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,30,25.89,1159,216,11,4,3
976,2024-05-18,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,197,26.8,7350,3153,142,41,30
985,2024-05-19,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,180,25.91,6947,2547,107,39,24
994,2024-05-20,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,190,24.53,7747,2055,103,37,23
1003,2024-05-21,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,35,24.3,1440,282,9,2,2
1012,2024-05-22,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,34,24.37,1395,226,11,4,3
1021,2024-05-23,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,48,24.33,1973,300,16,6,4
1030,2024-05-24,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,43,25.08,1715,370,22,7,5
1039,2024-05-25,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,34,24.33,1397,208,9,3,2
1048,2024-05-26,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,42,25.84,1625,247,15,6,4
1057,2024-05-27,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,45,25.49,1765,441,25,6,5
1066,2024-05-28,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,35,25.05,1397,267,14,3,3
1075,2024-05-29,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,42,26.76,1569,385,16,6,4
1084,2024-05-30,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,39,26.92,1449,284,12,4,3
1093,2024-05-31,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Mark - UGC - B,37,25.66,1442,240,12,4,4
5,2024-04-01,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,97,6.64,14599,1034,39,10,9
14,2024-04-02,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,93,5.29,17578,823,44,17,11
23,2024-04-03,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,98,6.09,16091,1023,40,13,11
32,2024-04-04,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,80,6.85,11684,673,38,13,9
41,2024-04-05,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,82,6.26,13109,818,42,13,8
50,2024-04-06,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Mark - UGC - C,64,5.42,11801,708,26,9,7
